ratings,text
4,Quite an easy onboarding process through their partner POSB most of the time. Am glad not to have put their customer service and claims in the process.  So far so good. 
3,Their claimant process not as good as Chubb insurance. They are not as ‘relax’ as other insurance provider. I can see that tiq is very active in pulling customers now. Would like to try tiq soon!
1,"ONE OF THE WORST INSURANCE COMPANIES IN THR WORLD! With brainless PIGS working in this company. Without any knowledge of any medical stuff, they assume what they know. IDIOTS"
5,"MSIG goes above and beyond to protect what you hold dear. We provide comprehensive general insurance plans for all your travel, motor and etc"
5,Travel Insurance products I taken on 2 years ago and gently share and request to increase the timeline to appeal.
5,"You have done a great deed! Without you, my travel will never be the same! Thank you for your great help! "
5,The product features are comprehensive and premiums are competitive. Application process is straightforward and simple. Entire customer journey is pleasant! Great 👍🏻 
5,Easy to purchase online. The website is also user-friendly as just need to upload the  bills when i submit for medical claims.  The waiting time for processing my claims was quite fast too. Have bought from them a few times. 
4,"easy to buy, price is good, no problem so far but have not claim before and i hope i never need to claim"
4,Recommended as their insurance is usually one of the most value-for-money (more than just being one of the cheapest) and application is fuss-free!
5,"I lost my phone while skiing overseas,i was able to make my claim immediately back and was able to get it credited within a week to get my new phone."
5,"MSIG coverage is very comprehensive and their staffs are so professional and quick in assisting their customers, always render great service! Keep it up MSIG! "
4,MSIG travelmade easy is true to its name. Easy and flexible coverage. Pick and pay what you need. Great deal to an awesome holiday. No more worries
4,"Bought it once before for my recent trip as I’ve heard good reviews about it. But personally have not claimed yet.. so unable to tell whether the claiming process is hassle-free. But overall, purchasing process was quick and smooth"
5,"Very reliable, info and details are clear, pretty straightforward and easy to apply/process. They have many good promotions too!"
5,"Recently bought my travel insurance from MSIG for an Uzbekistan trip. As there were flight delay issues, i managed to submit my claim easily & hassle free last month through their online portal. No messy procedures."
4,Easy to purchase and hassle free. Can be done over the internet! Price pretty affordable too! Would recommend to friends and use in future!
5,I travel a lot with my family and MSIG Travel Easy really makes my travel easily with great assurance with its precise coverage that I can be assured on . Plus enquires on phone easily sorted out ! 
5,Easy to apply with comprehensive coverage and information. Reasonable and competitive pricing as they have promotions now and then. Definitely one of the top choices to consider!
5,Have tried MSIG travel insurance recently about 3 months back where i brought my wife and mother in law for star cruise trip. The policy was quite comprehensive and well covered. Most important the premium was quite reasonable. Highly recommended.
5,"Buy once on 2018 if not mistaken. That time I were travel to Thailand Bangkok. Although it is more expensive compare to others, but it did provide higher compensation. Depend to your travel style, it might suit you well. "
4,Everything was seamless from researching to deciding what I want to purchase! I had an ease of mind and overall will use it again! 
5,"Great product, bought the travel insurance 2 years back during my trip to italy and make claims of $3k which was fuss free:)"
5,Cheap and super easy way to buy this travel insurance especially online. They will give you a soft copy of the insurance which you can keep for reference when you are overseas. Got to know about this brand through its pairing with DBS and since then have been buying it when travelling abroad by myself. 
5,Affordable price and reliable provider. Been using MSIG all along and I also like the formatting on their documents 
2,"Average experience with them, I need to manually submit my claim in hardcopy, either postage or travel down to the office and submit the proof of my item receipt and medical claim."
5,Bought MSIG travel insurance for my previous travel. Competitive pricing with sufficient benefits and coverage. Will recommend to my friends!
5,"Recently bought the MSIG travel insurance for a long holiday to Hong Kong and Taiwan. Choose MSIG because it is affordable and with good coverage. more importantly, there is good customer service if you need a claim. "
4,"Easy to purchase online. I made a claim for my parents once, claim process was quite straight forward but processing is a bit slow. "
4, i used MSIG annual insurance and i claimed a few times and everything can claim. they are always nice and professional.
5,Easy to sign up and buy! also covers pre-exisiting conditions hence worth to buy in ppl with premorbidities.
5,Fuss free online application. My claiming experience was also a breeze by submitting the supporting documents. Took about a month from claim application till cheque receipt.
5,"MSIG is a good company with a easy to use interface, convenient access, user-friendly online website and easy to understand terms and conditions for their insurance policies."
5,Purchased this plan twice! It’s easy to purchase and has one of the highest coverage that was suitable for the type of holiday I was going for! 
5,"Good coverage,affordable and easy to claim. My most choice of travel insurance for myself and my family members."
4,Have had to call to ask about using our travel insurance due to a sick child shortly before we were due to leave. It was a bit of a pain but it meant I had to contact each provider individually to get an email about whether they would or wouldn’t refund us before MSIG would actually get involved and refund us. Thankfully all the providers offered us a direct refund with the doctors letter and hospital paperwork. So didn’t actually use the MSIG insurance but they were responsive even if they didn’t actually pay out anything.  And they did indicate they would likely cover if the provider wouldn’t. 
4,When I travel and need travel insurance I'll buy from MSIQ. It's always been my first choice. Application is easy and the rates are competitive.
5,Fast purchase via online and competitive rate offered by this insurer. Had a medical claim from them without any question asked. Cheque sent to me after a few weeks
5,"I have always be using MSIG travel insurance. The claim process is easy and fast. I have claimed for medical bills, spoilt phone. There is 50% discount on and off, which is quite a good deal!"
4,"Purchased MSIG Travel Easy through PolicyPal, the rates are really competitive as compared to others. Another reason was that it is recommended by Seedly as the Best Overall Value."
4,"Good value when there is 40% discount. Able to claim for tcm treatments after paper submission. Took 2-3 weeks to get my claims, pretty quick"
5,"Truth to be told MSIG is one of the most underrated insurance companies. However their partnership with DBS just makes everything better. with their competitive pricing and informative website, it made my insurance coverage vert swift and manageable. Few clicks and i was ready for my Bangkok trip last month! Love how they always have promotions and constantly changing their visuals to keep things relational to their customers. Willluse them again in future. "
1,"It was terrible, i'll recommend everyone to avoid it. I always purchase my via MSIG. First time I claim due to travel delays more than 6hrs. then they inisist its less than 6hrs min. It is clearly stated on the airline letters. why would I claim anything that is not applicable in the terms and conditions as my job is a contracting legal services too. I'm very disappointed. if only I can rate with no stars at all. WARNING TO ALL "
4,I always bought MSIG travel insurance as they always had been promoted by DBS and they have the most competitive rates. I never tried claiming before though so I don’t know how good or helpful is their claims department. 
4,"Have decided to use MSIG for the past few trips. I find the products very clearly explained on the websites, as well as the claims process. Claimed for medical a couple of times and it was seamless - reimbursed pretty quickly. Giving 4 stars cause I’ve never made a claim more than $100 before, so I’m unsure if the process will be seamless for large amounts."
5,"Love MSIG because they always have one of the most competitive rates for their best coverage, and some banks have discount with them. On one of the trips, my friend had to return back to Singapore early due to a family emergency, and the claims process was effortless and promptly. Their online booking website is simple and mobile-friendly too!"
5,"I'm a loyal msig client for about 5 years now! their claims are straightforward, fuss-free and fast! claimed delayed baggage once and a few times for medical expenses already. Guess what, I just signed up the annual plan for my family!"
5,I bought the MSIG travel insurance direct from their website. I have been buying from them for quite some time. On one of the trips it was put to the test when my husband’s wallet was stolen overseas. The claim process is pretty hassle-free as we had all the necessary documents ready eg the police report. The customer service was also helpful when we called them from overseas. Pretty positive experience. 
4,"I first heard of it because of the recommendation by a financial agent (not msig or bank), but i ended up applying for this travel insurance a few times.   All because of the ease of application on its platform, considerably extensive coverage and special offers (though I always wonder whether I am lucky or they are on permanent special offers?). I did look at other offers as well.  I have bought both the annual plan (because I was overseas for a total of at least three months) and the one time plan. Both options are reasonably priced and pretty competitive, even though they may not be the cheapest sometimes. "
5,Victor and Rusmin made the dividend machine course really entertaining and enjoyable with their personal stories and experiences. Their points were really succinct and easy to grasp. Would definitely recommend those who are new and are interested in dividend investing.
3,"The content in their 'dividend' course is nothing new to be honest, can very easily go online and learn it yourself. However the trainers are very passionate and can meet people of similar interest at their course, that's about it. "
3,"Attended Dividend machines and alpha lab.  Easy to apply for the courses online, all payments are done online. 30 day money back guarantee.  Dividend machines Course videos are easy to follow and very full of information. You get a checklist which can be used to do your own analysis on stocks.  Alpha lab is more into stocks analysis and case studies, where the trainers pick out undervalued stocks and analyse them in a series of videos. Stocks covered are global.  There is a forum available for asking of questions where the trainers are quite responsive in answering your queries.  My only gripe here is that you do not know the trainers actual portfolio. Do they actually walk the talk and buy the stocks they analysed as undervalued? And at what price did they buy? "
5,"Attended Dividends Machine in early 2018 and I have learnt alot from Victor & Rusmin both through the online learning resources and the Live workshop. Definitely value for money with their lifetime membership, plenty of web seminars to follow up throughout the year too."
5,"Rusmin and Victor had always been inspiring in those courses that I took for the past years, including the recent one I attended last week. It was beneficial to those keen in investment and also provided an insight on how we can learn and improve in our investing journey. Frankly, I not only benefited the knowledge and skill in these courses, I actually gained financially (In 5 figures) thru those learning by applying in my investment. Such as Breadtalk, DBS, Hang Lung, to name a fews. I would not be able to explore these valuable stocks at the appropriate time for investment, without their analysis provided for our learning and guidance. After the course last week, I subscribed to Pro-dividend machine, which again, it is beneficial to enhance my investment portfolio. Most important lesson that I gained from these course I attended by Fifth Person is: You have to act upon those learning to realize the dream of investing for our future.   Kudos to you all in fifth person! Look forward to the meet-up soon!"
5,I personally really loved the workshop. I would highly recommend this to most beginners who are getting their feet wet into dividend investing or looking to grow your wealth over a long period of time with income stocks.  You will be able to answer questions like this:  https://seedly.sg/questions/how-do-we-time-the-best-entry-to-buy-stocks-for-example-at-which-point-they-are-the-lowest-so-that-we-can-maximise-our-gains with really good course material as well so you can start identifying and creating your own stock portfolio and watchlists.
5,"Extremely informative and highly recommended for beginners (even seasoned pros) seeking to better understand dividend investing and REITs. Even if you don't have the money to invest yet, it's worth listening to what Victor and Rusmin have to say before you make your judgement."
5,I have joined dividend machine since 2015 and have came back to refresh my content for the 2nd time. Totally worth it. Good value.
5,"I have attended Dividendmachines, Investment Quadrant and Deep Value Detector.  Victor and Rusmin are friendly and approachable, sharing their experiences and knowledge to novice investors who are starting out like me.  The courses are well structured and forms the base of my investment analysis even today. I had read quite a few books, but it was the shared experience of the trainers who help me piece everything together and build up my competency. I'm still using their materials today for my own investing.  The price is value for money for the amount of knowledge taught.  Thanks guys :)  I would like to also thank Jun Hao too for explaining how deep value investing actually works and his ideas of the credit cycle. The perspective on banks and property conglomerates helped me to condense the information that I could apply too.  You can find my reviews on my blog here: http://az-ra-el.blogspot.com/2015/07/weekend-at-dividend-machines-workshop.html http://az-ra-el.blogspot.com/2017/06/a-weekend-at-investment-quadrant.html http://az-ra-el.blogspot.com/2016/11/a-weekend-at-fifth-persons-deep-value.html"
5,"I've attended two of the Fifth Person's courses, and several of their events. The Dividend Machines and Investment Quadrant courses provide a straightforward and systematic approach to evaluating securities investment opportunities. Although the focus is mainly on shares listed in Singapore, the same general approach works equally well in any market.   Dividend Machines provides participants with a simple 8 step evaluation process to analyse the type of shares that would form part of an out-performing income portfolio. This is an especially useful course for anybody considering investments in REITs (Real Estate Investment Trusts) and building a retirement portfolio to generate passive income.     All of the Fifth Person events I've attended, and especially the training courses, are well organised and presented. The course material is easy to understand and comprehensive course notes were provided.   Whether you're an experienced stockmarket investor, or a complete novice, you will learn a tremendous amount in a short amount of time. I strongly recommend that anybody considering investing in dividend shares to generate passive income  attends Dividend Machines. I'd also highly recommend the Investment Quadrant course as a means of developing a more disciplined, systematic and effective means of evaluating investments."
5,"There is a saying ""I'd rather hustle 24/7 than slave my life 9/6."" This is 'THE' course if you wanna get your hands dirty towards financial road freedom - one possible way through dividend compound investment.  Instructed with easy-to-follow tips on how one can build their dividend portfolio through tested and proven strategies.   Absolutely worth every penny. coached from the young financial gurus!! Highly recommended!!"
5,"I first went for Dividend Machines in 2015, followed by Investment Quadrant in 2017. On both occasions, I was a paying student and felt it was worth every single cent I paid. In fact, I honestly think their courses are severely underpriced for the massive value that they provide to all students who attend. My only regret is that I didn't attend their courses SOONER.  Everyone whom I've recommended this course to have only thanked me for it, and I'll continue recommending this for as long as they continue to deliver because my reputation is on the line when I endorse them, lol.  Rusmin and Victor's value investing strategy is very much aligned with mine, but they win my respect in terms of how much effort they put into really researching and analysing all their stock picks prior to putting their money in. You'll learn how to analyse and think for yourself, how to identify the common red flags that many people easily overlook, and REALLY find value gems instead of being lured by the value / dividend traps.  Full review on Dividend Machines here: http://www.sgbudgetbabe.com/2018/02/what-you-must-know-before-investing-in.html Full review on Investment Quadrant here: http://www.sgbudgetbabe.com/2018/05/what-stock-can-i-invest-in-that-is-low.html"
5,"Easy to understand content, comprehensive basics and helpful forum for investment quadrant. Good info on alpha lab as well."
5,Attended Dividend Machines and Investment Quadrant courses. These courses are incredibly useful not just for knowledge but also networking
4,Great foundation laid with all the pointers given and step by step how to navigate income stocks and also great framework for analysis REITS as well! Very value for money! Especially since it includes online notes and free resit for the course to learn again!
4,Informative session for the participants to learn about building up passive income. Trainers made the session interesting with their stories.
5,I recently attended Investment Quadrant 3.0 at Rusmin's invitation. Here's my course review.  https://risknreturns.com/2019/05/08/investment-quadrant-fifth-person-course-review/
5,"Well paced, easy to understand, simple steps towards  income investing. I have been to other workshops, which most of them is encouraging you to trade which may not for everyone. Income investing is for those who are not born to trade."
5,The course offers a very methodical process to selecting good dividend stocks and REITs. I particularly like how Rusmin and Victor explain their thought process  Definately recommended
5,Good course and useful info. Its good place to start learning starting point for fundemental way of shares trading.
4,The workshop was very insightful and has given me more confidence to execute future trades using the lessons learnt.
5,Rusmin and Victor's introduction to dividend interesting was very enlightening.Particularly appreciated all the personal stories from them about their investing experiences and the AGMs they attended
5,"Rusmin and Victor were both very good and engaging speakers. Although most of what they went through in class could be found in their online materials, it is still worth it to make a trip down as they are very willing to share their experiences and answer questions that you may have."
5,"Great workshop with Rusmin and Victor. Very straightforward analysis and in depth methods of researching dividend stocks and REITs. Totally applicable for what to look out for in stocks and REITs but I must say, lots of hard work and dedication. Thank you Dividend Machines!"
5,Time well spent. Learnt a lot about income investing today. Trainers are knowledgeable and sincere. They genuinely want us to understand. It is possible to achieve a healthy passive income if one is willing to put in the time and effort.
5,I am a beginner and I found the class easy to understand. Victor and Rusmin really take the time to break the steps down and are not stingy with their sharing. The fee is for lifetime access to the materials and unlimited attendance for the workshops. Worth it!
5,Victor and Rusmin are very personable and delivered the Dividend Machines course in a very clear and structured manner. This makes the course very easy to understand. Highly recommend this course to anyone interested in building a passive income portfolio!
5,"Best investment course that I have attended. Step by step instructions to select the shares, also includes buy and sell indicators.  Highly recommended."
5,The course is easy to understand and helpful for beginner investor. Course instructors make it lively with case studies.
5,Comprehensive and fun; sharing new insights from past experience. Suitable for new and even old investors who need different perspective.
5,Prompt response and honest opinions. keep up the good work. Rusmin and Victor are very helpful mentors.
5,"Good foundation course for beginners. It’s my first paid course. A lot to absorb in a day, Trainers are willing to share"
5,"Although the course is 9-7, time passed really fast. It’s not your typical hard sell or RaRa kind of seminar. It’s full of sharing that is worth more than what you paid for."
5,"Course was really easy to understand and the instructors made it engaging by injecting quizzes, stories and personal stories of their experiences.   Highly recommended for anyone who is keen to get acquinted with income investing."
5,Should have not miss the first time I sign up for this seminar a year ago which I realise I missed a lot of good information from The 5th Person . I have learnt the concept which will benefit for long long time
5,"The online course is very useful as we can  review again and again to gain more clarity. Rusmin and Victor did a very good job, making the subject less dry and very engaging during the live workshop. Highly recommended!"
5,"It was more than what I expected out of a class. This is the first paid class i did, wished I signed up earlier and not simply just reading blogs. They gave good tips and structured learning skills sets to set you out on your own investment journey. Glad there is such a good team behind this. The slides could have been better organised, because at times the trainer jumped quite a bit. But this is just a very very small issue. Thank you very much for the session!"
5,"Trainers have shared with us the systematic ways and process on how to evaluate the stocks performance, dividend outlook and is it worth to invest."
4,This is the first paid course that I have joined. And it is quite worth. I like the case study most.
5,Great session to share knowledge on how to build passive income and the areas of watch out in terms of company performance before investing in stocks. Love the case studies. Pls keep them coming.  Definitely recommend this to my friends / family.  Lynn
4,"Very informative and interesting case studies presented. The course materials provided are useful. I joined the course after completed watching the videos, and still there are still something new to learn."
4,This is a good foundation course presented in a structured manner. Easy to understand for beginners.
4,Dividend machine is a Good fundamental course for ppl who pursue dividend investing. Affordable priced and friendly trainers
5,Good For a beginner to understand with online support all time  Good course fee price too. Requires time to do homework but worth gaining the knowledge.
5,"Detailed course. Thoroughly enjoyed the build up, contents and learnt plenty. Keep up the great work guys!"
4,"Good value. Lots of practical advice, especially for new investors with some small knowledge but no real direction."
5,"Rusmin & Victor were both great speakers who explained both individual concepts clearly. Easy to understand and follow through, and always making the class entertaining and interesting. Has definitely improved my investing knowledge and will apply the concepts actively!"
5,Concise and easy to understand. Great sharing for newbies or those who are already reading in the market.
5,The workshop was very informative and easy to follow. Had no prior investment background but I feel prepared to make my first investment now
4,"Pretty good one, it's the first paid class that I attended. It provides me stuctured analysis that I knew some of it before, but has no idea how to utilize altogether to select good stock. It's the laziness that still hold me back to start investing. Since I read through online material before coming to workshop, so big part is repetitive from what I've learned, prefer to have more case study. Suggestion, you can have 2 settings of workshop, one withmoew case study."
5,Rusmin and Victor were very approachable and engaging as course lecturers! The learning points on dividend investing were very useful.   Will 100% recommend this course!
5,1 of the most valued for money courses you can find now with both online content that you can access however and once a year workshop. I personally come for a refresher after 4 years after I joined their very first session. Very good content for income investing.
4,"Course was very comprehensive and the trainers were able to make it easy for even first-timers like me to follow. Great job, Rusmin & Victor!"
5,The online course offers a very well coverage on income and REITs investments. The workshop has given me further insights and hands-on in the topics. It's worth the time and effort for the knowledge gained via the course and workshop. Kudos to the team!
5,"Excellent workshop, its help to understand more compare by watching online video only. And the case study give me more confidence whats happening on current stock market and how to make decision. Thank you for organizing this workshop."
5,Many investment experiences and case studies sharing made the workshop very engaging and easy to follow.
5,Suitable for those considering to start investing and earn dividends as passive income for long term. Value for money.
5,Rusmin and Victor shared a lot of insights and the delivery was excellent. Definitely benefited from the sharing.
5,Very comprehensive run through! Mentors are approachable. Will recommend to my friends if they are interested.
5,This course offers deep content and cut to the chase style of delivering the knowledge. Just a day course yet covers and teaches more than other courses can offer. None of the motivation inspiring session. The content filled with live data and investments insights. Top notch
5,Rusmin and Victor presented about heavy topics using their own real-life stories that helped to make the topics relatable and not alienating. They also did not throw around big words and was very open to taking questions :) Thank you!
5,Victor and Rusmin were able to deliver the concepts in an easy to understand manner with relevant cases and stories.  The methodologies presented to picking income stock and quality reits are simple to apply.  Learned tons from the workshop.  Thanks for sharing.
5,Attended the course as a refresher. Managed to reinforce the steps for dividend investing. Thanks Victor and Rusmin for the great sharing!
5,Attended the workshop to learn how to find good income stocks to invest.  I like the simplicity of using the checklist to find such stocks.  I highly recommend the workshop for my friends due to the affordable workshop fee and the quality of workshop materials.
5,Good for both newbies and experienced investors  as the contents are up to date and easy to understand.
4,A systematic way to help me to make a better choice to make a decision to buy share. I like the 8 steps that help me to filter out only the best stocks. I will recommend anyone that wish to invest in stock market to come to this seminar.
5,"Great investment course, definately will be recommend my friend and family to join. Informative and unlike others course, it’s very affordable and good content."
5,Very practical with no nonsense content. Diving straight to the point. Unlike other courses who gives 70% of the course time on motivation talks and ego stories.   Helpful trainers who stop and answers all questions. Homework done by fifthperson is impressive
5,"Attention to detail, good, value for money and highly recommend to and newbie and pro income investing investors!"
5,"Just Started on financial and investing journey. Learn alot. Feel that Trainers were very generous in sharing their experiences, and sincere in wanting us students to take home something."
5,"Day well spent at Dividend Machines.  Brings you through a journey of dividend investing. Lesson is engaging, with sharing of real life experiences.  Basically if you are looking to start building an income portfolio, this will be a good start."
4,"It’s good learning experience, it easy to understand and applied. Love it and enjoy the sessions. Would recommend this to those whose looking to invest in income stocks n REITs."
5,Good and practical course to attend. Please attend if you have not attended!!! Both presenters are selfless in sharing their knowledge.
4,I am Glad my Friend invited me to join him to attend this course. I have more confidence to investing stocks now.
5,"Was apprehensive about joining such courses , but have to say I am thoroughly impressed by Rusmin and Victor! Two thumbs Up and highly recommended !"
5,Solid no-nonsense workshop with lots of real life examples and stories that animated the day's session; and importantly the systematic and practical approach to investing for income.  Rusmin and Victor are very passionate and kept the class fully energised and engaged with lively interactions and Q&A.
5,"I am glad that I found dividendmachines to start my dividend investing journey using a systematic way to find solid dividend stocks and reits. The workshop reinforced the lessons I learnt from the videos and gave me more confidence to start screening for suitable stocks. Also, the workshop was made lively and entertaining by both Rusmin and Victor.  Have to give it to them to make dividend investing so much more fun."
5,"Victor and Rusmin have managed to turn an intimidating and dry subject matter into an user friendly online course and engaging workshop. As a beginner investor myself, I feel well equipped with the relevant knowledge to begin my investment journey. Will highly recommend this to everyone!"
5,"Victor and Rusmin kept the class entertained with their anecdotes and jokes, even though it’s 9-7pm the class didn’t feel that Long! As a complete newbie, it’s a great class that taught me some of the things to look out for when evaluating which stock to pick, and there’s a comprehensive step by step process to analyse the stocks. Definitely gave me more confidence to start investing the right way."
4,"Good session, need more case study n like both trainers. Need that to carry on my investment trip..."
4,The course is very informative and the 8-steps that detail the criteria to assess income stocks is insightful. I have sourced a lot of information through websites and investment books but many are just theories. It is hard to apply the same theories on your own. Life case studies are also shared during the course.
5,"Great online course and workshop for beginners, workshop was engaging and there were several examples and lesson learn being shared.  Would recommend everyone to join."
5,The course was good and the trainers was engaging. Get to gain some basic knowledge on how to source/ filter out the right stocks to invest too! Would recommend ppl who want to start investing but do not where to start to attend the course !
4,"Had the challenge of not knowing where to start, but after attending the workshop I now at least have an idea of where to begin my research and how. The class was straight to the point and they were quality content. Systematic steps were taught that can be applied irl, albeit time consuming if all is done by myself in my own time. Would recommend!"
5,I enjoyed that Ruskin and Victor explained their concept on stock and REITs  in a simple manner.   I did some self help book for a while and struggle to understand the concepts. The practical part is how to buy and sell. Recommend this course to something new to investing
5,Simple to understand yet comprehensive investment framework. Ties up all the loose ends and pieces together so that we as investors see the whole picture. Definitely improved a lot in my investment decision making. A must attend!
5,"The class was informative and easy to understand. It helped to clear up some confusion about the concepts of investing, especially for a beginner. Thanks Rusmin and Victor for the session."
5,I really like the methodical and practical approach that Victor and Rusmin have conducted the Dividend Machines Workshop last Sunday. They are practictioners and gladly shared their mistakes and successes. An essential skill for every stocks investor. Strongly encourage participation by many.
5,"Trainers are very engaging and friendly, impressed by their knowledge and the amount of legwork they have done in analysing their investments. Given the price point this is a barebones essential course enough to give you confidence to get started on income investing"
5,Thank you Rusmin and Victor for sharing your knowledge.   Very informative one day session and learnt a lot of things. Recommended to anyone who would like to start their investing journey.
4,I liked the exercises. The morning class could be slower. Struggled to follow the 8 steps. Afternoon was easier. May be it is just simplier conceptually
5,The workshop is easy to understand and make me aware of the current situation for investing. I have gain a few set of techniques on how to select stock.
4,"The course is not dry and interactive with quizzes, queries on the spot with the instructors. The methodology is helpful with checklist and instructors explains the context with examples."
5,"Good content, very informative and value for money! Would definitely recommend to others.  Lecturer were very funny."
5,"Just attended the course as  refresher and very happy with it. Clear systematic system to follow, focusing on giving good advice over getting rich quick and super fast response on the q&a. No regrets with the course, strongly recommend"
5,"Had a very good session and easier to understand the concept. The speakers delivered the content very clearly. But for a newbie, it's a bit too fast. Maybe a 2 day course would be better."
4,Very informative and practical ways to screen shares. Its good and can consider to recommend to others
5,Sharing was candid and honest. Victor and Rusmin has skin in the game and shows an extensive knowledge in the field. Highly recommended.
5,The concepts in DM are clear and easy to grasp. The online platform focus a lot on the steps to identify a good dividend stock whereas DM Pro workshops are designed to provide market updates and analysis on their stocks in the charity portfolio. Highly recommended to beginners and even season investors.
4,"Deliver good content, gave many study cases to learn their success and fail experiences. Highly recommend to those who started to invest and avoid the mistakes most people made when starting investing."
5,"Value for money, interesting, informative, practical. Good content. Enough jokes and stories. Strong enough jokes."
5,"Well done, I love it.  I learn a lot but I especially like the dividend machine professional. I m usually very busy working to horde up funds for dividend stocks, so this website will really help me to set up the watch list of stocks to buy for dividends when the crash comes."
5,"I'm a newbie investor though I've read fairly extensively on investment stuff.  Rusmin & Victor, thank you for the fun & informative session. I've learnt many new things which I never knew before.  The 8 steps Dividends Machine model to access if a stock is suitable as an income stock investment and the REITS selection process were excellent."
5,Informative and a lot of facts and sharing from real life experience. also learn from other students asking all sorts of questions. quiz test your understanding. awesome session.
5,Fifth Person has been able to conduct a dry topic in a manner which is enjoyable and fun to learn. Dividend Machines is the place if you want to learn income strategies! Awesome!
5,Very structured breakdown to understand how to spot income stocks and REITS. I'll recommend for everyone
5,Excellent course for any person seeking to buy dividend stock. Practical and detailed. Allowing me to watch for proper entry timing
5,Great course with simple concepts and very passionate trainers - Victor and Rusmin. Greatly recommended for everyone! :)
5,"The trainers delivered the concepts in a clear and easy to understand manner. The case studies and course materials provided a good context to the steps, rationale and mindset any investor should adopt to be successful in investing. Beginners or intermediate investors alike will enjoy the course. Will definitely recommend this course to anyone seeking to kickstart their investing journey ;)"
5,I didn't know anything about REITs before signing up. Great intro to write and sharing in the workshop. The online materials are also comprehensive with videos. Also pleased to know I can come back for revision in future workshops  Good value for money and highly recommended
4,Very informative course. Can really learn a lot. I would strongly recommend to anyone interested in investing in dividends stocks and reits.
4,The course is easy to follow and understand. Highly recommend for anyone who wants to have steady passive income
4,Simple to understand and supplemented with relevant case studies. Trainers are very passionate in sharing their knowledge and experience in dividend investing.
4,A good course for everyday retail investors looking for a workable strategy for consistent dividend yields. Recommended.
5,"Before joining Dividends Machine, I was confused by the amount of different advice given by various websites and books on how to value stocks. After joining, and attending the workshop, I’ve now a much clearer idea on how to screen, value and buy dividend stocks. The best part about this program is the quick response you’ll get in the Q&A forums. My only regret was joining the program earlier! And yes, if anyone asks, I’ll definitely recommend them to join Dividend Machines."
5,"Wonderful course to attend, whether first time or as refresher...  Besides getting insights, sharing about things that were inaccessible to lay person, Rusmin and Victor are authentic in sharing their personal challenges and setbacks.   I would recommend this course to my closed ones."
5,A disciplined way of fundamentally approaching investing into cash machines. Highly recommended though one needs to have the right temperament for value investment
4,The course provide a systemic structure for me to analyze the stocks.  In my stocks i can use that to filter away the lousy stocks.
4,Would definitely recommend this course to beginner investors as the instructors are able to present the concepts into simple forms and are thoroughly knowledgeable about their stuff. Reasonable course price compared to the other investment courses out there!
5,The workshop was very comprehensive and easy to follow even for a newly minted investor. I have definitely learnt a lot and will practice the skills shared!
5,"Just attended the Dividend Machines Live workshop yesterday.  1) Practical Examples and Training Videos -  It has been improved with more practical examples, but due to the time constraints, we have to watch the training Videos at their platform.  2) Performance of their Charity Portfolio and. Potential Watchlist  Now they show us a glimpse of their charity portfolio that they invested to fund their charity fund which they started more than 3 years ago. The full performance details are only accessible in their Professional membership,which also included more analysis reports and Watchlist of potential stocks for investing in Dividend Income and REITs Income. 3) Long Term Investment for Dividend and REIT Income investing  Before joining Dividend Machines course, my Biggest investment challenge was deciding on good stocks for long term investment.  4) Online platform for Training Videos and Q&A for submitting Questions and learning at your own pace.  It's a bonus that they also provided an online training platform that is good for busy people to attend at own pace and also while on overseas trip. We can submit questions on the platform, as we learn at our own pace.  5) Live workshop that you can attend repeatedly.  Another bonus is that we could attend the Live workshop repeatedly for Free,  which is very useful for slow learners.  I would definitely recommend Dividend Machines to anyone who wants to start creating passive income as soon as possible"
4,The biggest challenge before I joined the workshop was the myriad of contrasting information in the internet for an inexperienced investor.   What I like the most about the workshop was the approachability of both speakers (though Ky favourite of the two is Rusmin for his stories) ;)   I would recommend the workshop to my friends.
5,"Investment challenge for me was controlling the emotions. I will try to implement what I learnt to control my emotions.  Online class is interactive and fun to learn.  Yes, I recommend dividend machines."
4,It is a useful course... 8 steps gives a concrete framework to procuring stocks. I had hoped for more worked examples for us to build confidence in the steps explained.
5,Good course that's well worth the cost.  Learnt about portfolio planning and how to generate sustainable passive income.  Highly recommended to people who wants to generate their own passive income
5,It’s a must attend course for newbie. teaches the fundamentals to investing and lowering your risk.
3,"One of my most used card for general spend and overseas spend. However, you need a lot of patience to deal with the telephone hotline support..."
4,One of the highest earning miles card for oversea and local use for a regular card. However so far do not has any any promotion.
3,"Singtel's network is no doubt one of the best in Singapore, but its inflexible plans are difficult to deal with. Even with the new initiatives, it seem to pale in comparison with giga and circles."
4,"Price isn't everything. Service reliability is.  I've been a Singtel customer for years.. I switched to M1 for 2 years as M1 was cheaper, but I switched back to Singtel once my 2 year contract was up.  Why?  There's no point in having lower prices if you can't get service when you need it.  There was no service on M1 along the North-East Line back then, especially between certain stations. I could only look in envy at the Singtel compatriots while I sulk in defeat during my daily commute to work.  Singtel is more expensive. It doesn't have 100% coverage. But it works when you need it, and that's all I need from it."
5,Singtel has great network connectivity! Customer service has always been pretty good and I appreciate when they try to understand customer difficulties. 
